date_time,temp,rain_1h,snow_1h,clouds_all,weather_main,traffic_volume
2022-01-04 20:00:00,292.727087489903,0,0.0,90,Rain,5285.501653907679
2022-01-04 21:00:00,277.9025612299135,0,0.0,4,Clear,4771.471036947939
2022-01-04 22:00:00,268.8388977761074,3,0.5,87,Clear,5448.294698242753
2022-01-04 23:00:00,262.9415160391077,0,0.5,68,Snow,5772.735855052611
2022-01-05 00:00:00,286.37043409863884,0,0.5,37,Snow,965.3849271667319
2022-01-05 01:00:00,304.19172391491065,1,1.0,12,Rain,1502.8634021784142
2022-01-05 02:00:00,285.0422650725223,2,0.0,5,Clear,2011.0070185784448
2022-01-05 03:00:00,278.6543101633325,1,1.0,86,Mist,2311.467951947363
2022-01-05 04:00:00,291.4409720719467,1,0.0,23,Mist,1383.901230243026
2022-01-05 05:00:00,271.7041043365691,1,1.0,13,Snow,1782.2627995390585
2022-01-05 06:00:00,275.69960771705865,0,0.0,95,Rain,2397.2010055787805
2022-01-05 07:00:00,308.1785550594794,0,1.0,19,Snow,4504.469536005481
2022-01-05 08:00:00,302.26487409208573,2,0.0,20,Clear,4822.84000806516
2022-01-05 09:00:00,304.8793605289333,0,0.0,40,Clouds,4227.957377899116
2022-01-05 10:00:00,292.6933187338545,1,1.0,62,Clouds,3289.893059089241
2022-01-05 11:00:00,266.7265952993963,2,1.0,42,Clear,3909.0834513416357
2022-01-05 12:00:00,301.96248130531023,0,0.5,78,Clouds,3356.0309766617856
2022-01-05 13:00:00,261.7901297970231,2,0.0,87,Snow,4290.836647968036
2022-01-05 14:00:00,296.19401399716116,1,0.5,83,Clear,4483.800227133881
2022-01-05 15:00:00,265.323649335522,1,0.0,51,Snow,4146.511190996154
2022-01-05 16:00:00,287.6630149234414,0,1.0,63,Rain,4260.89635241264
2022-01-05 17:00:00,293.0880551129376,0,0.0,88,Clear,5582.644000990964
2022-01-05 18:00:00,300.200854097643,3,1.0,72,Snow,7682.727943129388
2022-01-05 19:00:00,288.05182514532515,2,0.5,53,Snow,6860.676962041429
2022-01-05 20:00:00,309.4050998987052,2,0.5,90,Rain,5382.408899643087
2022-01-05 21:00:00,286.11282932833365,0,0.0,25,Rain,5077.6904106885795
2022-01-05 22:00:00,268.361562453081,0,0.0,27,Mist,4400.173684768704
2022-01-05 23:00:00,271.7215714360291,2,0.5,66,Mist,6472.294360314138
2022-01-06 00:00:00,267.38354217123253,3,0.0,0,Snow,1949.5213922869327
2022-01-06 01:00:00,286.7493481533532,0,0.0,75,Snow,688.227360551745
2022-01-06 02:00:00,274.79809379501444,0,0.5,98,Clouds,1357.260971309466
2022-01-06 03:00:00,281.19586344450653,3,0.0,22,Clouds,2494.2043370502197
2022-01-06 04:00:00,299.020614918094,0,0.0,79,Snow,1700.2548498776446
2022-01-06 05:00:00,301.1804941970142,0,0.0,16,Rain,1601.7080678045631
2022-01-06 06:00:00,292.7596575172749,0,0.0,16,Snow,1826.5752577479745
2022-01-06 07:00:00,291.81630153427454,3,0.0,25,Rain,5192.467702883308
2022-01-06 08:00:00,279.39824088966225,3,0.0,43,Mist,5225.857353286059
2022-01-06 09:00:00,294.5743590566429,1,0.0,2,Snow,4893.343460047453
2022-01-06 10:00:00,302.752857245926,0,0.5,23,Clouds,2717.1732766101277
2022-01-06 11:00:00,293.97272877991804,2,0.0,28,Clear,3710.3329295857975
2022-01-06 12:00:00,304.40285933223515,0,0.0,78,Clear,3234.112240259919
2022-01-06 13:00:00,261.91551603830686,0,0.0,63,Clouds,3108.3807973487214
2022-01-06 14:00:00,308.5471976013546,2,0.0,38,Rain,4724.562468736003
2022-01-06 15:00:00,304.6161430647278,1,0.0,33,Mist,4584.396680776448
2022-01-06 16:00:00,260.3498574455585,0,0.0,67,Rain,4248.301401868723
2022-01-06 17:00:00,288.6944152783865,1,1.0,80,Snow,6673.965959179101
2022-01-06 18:00:00,294.55905247866605,0,0.0,79,Mist,6638.967964713458
2022-01-06 19:00:00,298.74351912340137,0,0.5,19,Snow,7082.86475561261
2022-01-06 20:00:00,283.5819099821023,0,0.0,65,Clear,4669.671370571981
2022-01-06 21:00:00,268.8131316992625,0,0.5,6,Mist,5179.040528399332
2022-01-06 22:00:00,284.28368009252944,0,0.5,47,Clouds,5408.05895854885
2022-01-06 23:00:00,278.06333628195654,2,0.0,90,Mist,6643.9017428749485
2022-01-07 00:00:00,306.6479623172663,0,0.5,27,Clouds,1301.1756584023153
2022-01-07 01:00:00,281.12864232397254,2,0.5,40,Mist,1343.9216445504642
2022-01-07 02:00:00,305.80038141674993,0,0.5,5,Clouds,1409.9239318017762
2022-01-07 03:00:00,262.7105150775403,1,1.0,34,Rain,1523.8148201905094
2022-01-07 04:00:00,307.8570556004722,0,0.0,23,Clouds,2818.8519035330937
2022-01-07 05:00:00,261.30424764647745,3,1.0,62,Clear,2369.9290997820162
2022-01-07 06:00:00,301.2455094416144,0,1.0,18,Clear,2203.1365590902974
2022-01-07 07:00:00,265.9279860817269,0,0.5,88,Rain,4214.381693067453
2022-01-07 08:00:00,299.87995526634626,0,0.0,15,Rain,4220.077583086247
2022-01-07 09:00:00,303.9389570943605,0,0.0,73,Mist,5665.453804238439
2022-01-07 10:00:00,275.55438045969265,0,1.0,76,Snow,3109.714784135652
2022-01-07 11:00:00,299.198662484596,2,0.0,56,Rain,3525.6035571683788
2022-01-07 12:00:00,261.9875629382209,1,0.0,7,Snow,3647.107477242639
2022-01-07 13:00:00,282.46096319169175,2,0.0,81,Clouds,4270.103591702941
2022-01-07 14:00:00,264.9062442635184,0,0.5,40,Clear,3624.4187557496384
2022-01-07 15:00:00,298.70327790447186,1,0.0,14,Snow,4314.977412588648
2022-01-07 16:00:00,264.068822156149,1,0.5,28,Mist,4325.239083556224
2022-01-07 17:00:00,301.3974068214447,3,0.0,52,Snow,7527.273784776639
2022-01-07 18:00:00,302.83733298073423,2,1.0,32,Mist,7056.198144914213
2022-01-07 19:00:00,280.7807526640693,0,0.0,37,Rain,6404.907886849953
2022-01-07 20:00:00,262.64453592879386,0,0.0,34,Clear,5317.795968444879
2022-01-07 21:00:00,273.3529885194008,1,0.0,71,Mist,4943.22146927082
2022-01-07 22:00:00,293.8569030819534,2,0.0,53,Mist,5539.475728497661
2022-01-07 23:00:00,267.6341337110253,0,0.0,25,Rain,5240.1304917139605
2022-01-08 00:00:00,301.7991868463945,1,1.0,90,Clear,402.3873966640874
2022-01-08 01:00:00,292.7407464932721,1,0.5,36,Mist,567.5390743252626
2022-01-08 02:00:00,271.3685944756909,2,0.0,21,Snow,1172.3757256448118
2022-01-08 03:00:00,269.8694935247956,0,0.5,43,Clouds,1007.9937984001526
2022-01-08 04:00:00,266.3678324552759,2,0.0,50,Rain,1921.526222118147
2022-01-08 05:00:00,271.35919140942605,0,0.0,46,Mist,1105.6160173273456
2022-01-08 06:00:00,296.58669673253985,2,1.0,29,Clear,1894.1988702365868
2022-01-08 07:00:00,267.41181048234046,2,1.0,21,Clouds,3939.2293449861104
2022-01-08 08:00:00,266.33788677961036,0,1.0,42,Clear,3668.9988097043183
2022-01-08 09:00:00,266.22419524230287,0,1.0,98,Rain,3958.574310079423
2022-01-08 10:00:00,268.9302539660388,3,1.0,44,Rain,3172.462056678789
2022-01-08 11:00:00,271.8512855954306,2,0.0,6,Clear,2977.653235419821
2022-01-08 12:00:00,304.39601825058367,3,0.0,22,Clouds,3821.6034935271664
2022-01-08 13:00:00,283.8859408312052,1,0.0,67,Mist,3759.401381501157
2022-01-08 14:00:00,271.023614624634,0,1.0,71,Rain,2668.153710953513
2022-01-08 15:00:00,294.6401902604238,0,1.0,87,Clear,3541.0015812699626
2022-01-08 16:00:00,299.84790161383904,1,0.0,68,Clouds,3627.6548259495703
2022-01-08 17:00:00,278.05965086643346,0,0.0,83,Rain,5807.508354495002
2022-01-08 18:00:00,280.3855689819172,0,0.0,84,Snow,5307.123992851849
2022-01-08 19:00:00,269.7209377629212,2,0.0,85,Snow,6176.653725425487
2022-01-08 20:00:00,300.0381826095375,0,0.0,44,Snow,4231.33245203216
2022-01-08 21:00:00,306.99495666476525,1,0.0,4,Rain,4784.8157969555705
2022-01-08 22:00:00,270.1338397192171,3,1.0,33,Rain,5965.672792560006
2022-01-08 23:00:00,303.8199714654681,0,0.0,91,Mist,5109.379547601504
2022-01-09 00:00:00,274.82327811200497,0,0.5,39,Clear,365.98575121396556
2022-01-09 01:00:00,269.1068802783195,1,0.0,48,Rain,856.9084750380048
2022-01-09 02:00:00,287.1071739710974,1,0.0,44,Mist,645.7418440855806
2022-01-09 03:00:00,278.6193699294673,0,1.0,39,Mist,926.5206153915084
2022-01-09 04:00:00,272.66033691876765,3,0.5,80,Snow,1240.6045049791605
2022-01-09 05:00:00,279.7058749864313,0,0.0,71,Mist,1385.3577413521637
2022-01-09 06:00:00,278.9961186198266,2,0.0,16,Rain,2452.7876231133764
2022-01-09 07:00:00,282.762667187698,1,0.0,54,Clear,3076.440015561953
2022-01-09 08:00:00,269.0212215662907,0,0.5,84,Mist,3587.0072282672572
2022-01-09 09:00:00,264.97284275750377,0,1.0,64,Clear,4409.03270195852
2022-01-09 10:00:00,304.996412107658,0,0.5,30,Snow,2631.7732036350426
2022-01-09 11:00:00,298.06234366724755,1,0.5,90,Rain,3019.155328615455
2022-01-09 12:00:00,275.9207772820138,0,0.0,39,Mist,2652.9268865756876
2022-01-09 13:00:00,274.2401651324223,1,0.5,20,Rain,2806.220997661103
2022-01-09 14:00:00,271.8787054144507,0,0.0,33,Clouds,3409.709853984591
2022-01-09 15:00:00,279.39648924722275,1,0.0,30,Rain,3319.5083136281446
2022-01-09 16:00:00,260.10168054565526,3,0.0,15,Snow,3913.2390332871914
2022-01-09 17:00:00,296.5394741519945,1,1.0,82,Clouds,5878.97006239008
2022-01-09 18:00:00,282.4314395288145,0,0.5,31,Rain,5923.985497122911
2022-01-09 19:00:00,305.3635814277362,1,0.0,16,Snow,6557.251665902915
2022-01-09 20:00:00,270.04720686006476,2,1.0,45,Clouds,4952.033862599883
2022-01-09 21:00:00,285.58311846914216,0,1.0,92,Rain,4385.029485531311
2022-01-09 22:00:00,278.48627439733286,2,0.0,91,Mist,5690.183365090277
2022-01-09 23:00:00,261.05417717774145,0,0.0,39,Clouds,4313.879530829842
2022-01-10 00:00:00,264.3179684513967,0,1.0,92,Rain,1372.3983236532522
2022-01-10 01:00:00,287.5002311543392,1,0.0,0,Rain,1709.198514965644
2022-01-10 02:00:00,290.503021486145,1,1.0,20,Snow,1189.670514878926
2022-01-10 03:00:00,284.15441674670086,0,0.0,25,Snow,1518.9523549484975
2022-01-10 04:00:00,271.94402064830274,0,0.0,71,Clouds,1766.9334827055561
2022-01-10 05:00:00,306.2999605704569,3,0.0,33,Mist,2964.550441391984
2022-01-10 06:00:00,302.0035621785969,2,0.0,36,Clear,2984.3563363383573
2022-01-10 07:00:00,264.74391518491586,3,0.0,20,Rain,5307.109809135244
2022-01-10 08:00:00,300.8459461216878,0,0.0,72,Clouds,4996.317635640527
2022-01-10 09:00:00,285.6929404446286,0,0.0,2,Mist,5044.315334583542
2022-01-10 10:00:00,277.5850109997421,1,0.0,41,Clear,3000.2208404990583
2022-01-10 11:00:00,261.88535375325597,0,0.0,56,Rain,3016.7361222006166
2022-01-10 12:00:00,288.9581511657282,0,0.5,41,Rain,3723.221128940912
2022-01-10 13:00:00,279.75169123080383,0,0.0,76,Snow,3668.458124832252
2022-01-10 14:00:00,280.4852194158078,0,0.0,21,Snow,3194.532161332231
2022-01-10 15:00:00,299.6003725904053,2,0.0,39,Clouds,4444.396611756911
2022-01-10 16:00:00,263.7677897545167,1,0.5,91,Mist,4913.453567848735
2022-01-10 17:00:00,295.8020810885104,0,1.0,20,Clouds,6279.910677034066
2022-01-10 18:00:00,297.5087081385903,0,1.0,18,Clouds,6696.992862703532
2022-01-10 19:00:00,272.47678437421496,3,0.0,31,Mist,7247.914906850723
2022-01-10 20:00:00,304.389127869649,2,0.0,18,Snow,5775.732953970272
2022-01-10 21:00:00,295.010872403769,0,0.0,49,Clear,5110.823343860483
2022-01-10 22:00:00,274.95851600038657,3,0.0,79,Rain,6324.053844927788
2022-01-10 23:00:00,262.96495219123653,0,0.0,70,Mist,5832.3471091112
2022-01-11 00:00:00,274.3686810735792,0,0.0,67,Snow,1017.3232961332328
2022-01-11 01:00:00,274.80322341009133,0,0.0,37,Clear,837.0562869644518
2022-01-11 02:00:00,289.36404526461126,3,0.0,47,Snow,2536.894001447639
2022-01-11 03:00:00,296.45849808698676,1,1.0,63,Snow,1691.7332997564085
2022-01-11 04:00:00,276.42304338108795,0,0.0,49,Snow,1764.4445190809474
2022-01-11 05:00:00,294.9517851123185,0,0.0,75,Mist,2454.636246461469
2022-01-11 06:00:00,278.02301807278906,0,0.0,41,Rain,2315.0735116834853
2022-01-11 07:00:00,277.8116926736566,0,0.0,70,Clear,4274.32410616122
2022-01-11 08:00:00,260.0699012130579,0,0.0,8,Mist,4349.573826446506
2022-01-11 09:00:00,306.6729469217191,0,1.0,82,Clear,4819.712818627516
2022-01-11 10:00:00,295.22232495914733,1,1.0,36,Snow,3663.0223178624938
2022-01-11 11:00:00,271.43669074708924,0,1.0,59,Clouds,3452.7234488771464
2022-01-11 12:00:00,278.82794340162457,3,0.5,41,Rain,4070.9765342666983
2022-01-11 13:00:00,294.0097146400462,2,0.5,62,Clouds,3943.8123226627604
2022-01-11 14:00:00,281.7977370941155,2,0.0,68,Rain,4894.031734605206
2022-01-11 15:00:00,308.18803033885894,3,0.0,80,Snow,4832.286935677621
2022-01-11 16:00:00,283.7693210301881,1,0.5,83,Clouds,4598.041685231435
2022-01-11 17:00:00,277.57150927923215,0,0.0,80,Snow,6646.27716544739
2022-01-11 18:00:00,302.32406440704733,0,0.5,36,Snow,6543.330713348359
2022-01-11 19:00:00,272.06166722326583,2,0.5,91,Clouds,7704.158886540309
2022-01-11 20:00:00,297.9662623946568,0,0.5,6,Rain,5022.514637908285
2022-01-11 21:00:00,288.7032210034176,3,1.0,99,Mist,6120.057559387502
2022-01-11 22:00:00,305.2710497008924,2,0.5,81,Snow,6432.4598676077385
2022-01-11 23:00:00,301.6658890158856,1,0.0,90,Mist,6187.314574724839
2022-01-12 00:00:00,306.05224907383035,2,0.0,44,Rain,1814.215454348516
2022-01-12 01:00:00,298.6554271025769,2,0.5,84,Clouds,1268.5485746481745
2022-01-12 02:00:00,265.93513275861847,0,0.0,48,Snow,1842.49783727403
2022-01-12 03:00:00,297.24842779156313,0,0.0,11,Clouds,1447.4640455943047
2022-01-12 04:00:00,265.1133645502517,3,1.0,86,Mist,2516.4211424948153
2022-01-12 05:00:00,303.7610468067299,0,0.0,75,Rain,1613.7492597095697
2022-01-12 06:00:00,289.2575622039707,0,0.0,16,Mist,2429.2996240906464
2022-01-12 07:00:00,280.5635398221579,1,1.0,48,Clouds,4488.634864591599
2022-01-12 08:00:00,299.3256232109235,1,0.0,44,Rain,5142.977591123181
2022-01-12 09:00:00,281.14651134393574,2,0.0,41,Mist,5229.540497774952
2022-01-12 10:00:00,260.7050108437212,0,0.5,82,Snow,2787.883105839819
2022-01-12 11:00:00,292.6117406172537,1,0.5,51,Rain,3163.2020467907173
2022-01-12 12:00:00,307.5346355892495,0,0.0,57,Rain,3195.5562070616866
2022-01-12 13:00:00,308.5398193822926,0,0.0,70,Snow,3615.746527375257
2022-01-12 14:00:00,280.81569805450175,0,0.0,81,Clouds,4187.031975966494
2022-01-12 15:00:00,296.41179248911953,0,0.5,71,Rain,3753.089016185724
2022-01-12 16:00:00,291.86292494152036,2,0.0,65,Mist,4605.429373716876
2022-01-12 17:00:00,306.73110567197057,0,0.0,23,Mist,6809.558814715873
2022-01-12 18:00:00,302.6751054541777,1,0.0,94,Rain,6706.5116623747945
2022-01-12 19:00:00,264.4870530165248,0,0.0,51,Mist,6489.698046893298
2022-01-12 20:00:00,297.7803450720977,2,0.5,92,Snow,5945.703715960862
2022-01-12 21:00:00,283.9069237174361,0,0.0,4,Snow,4941.9017038804495
2022-01-12 22:00:00,268.22113773870376,0,0.0,21,Mist,4878.293950675004
2022-01-12 23:00:00,275.58309022870907,2,0.0,2,Mist,5988.516260169134
2022-01-13 00:00:00,268.479473977949,0,1.0,22,Snow,1151.1816592313012
2022-01-13 01:00:00,277.30417571037515,0,0.0,60,Clear,1437.9704782600504
2022-01-13 02:00:00,263.2068842923164,2,0.0,30,Snow,1975.176650369407
2022-01-13 03:00:00,293.67177287364154,1,0.0,15,Mist,2112.6309643109134
2022-01-13 04:00:00,306.56486568685017,1,0.0,79,Snow,1961.8169901384233
2022-01-13 05:00:00,281.1773481779817,2,0.5,96,Clear,2523.8706460179164
2022-01-13 06:00:00,305.52543357947695,0,0.0,39,Snow,2614.4132621433782
2022-01-13 07:00:00,269.48101671523483,3,1.0,40,Clouds,5738.887996866161
2022-01-13 08:00:00,260.9564919357069,0,0.0,86,Snow,5053.699249140347
2022-01-13 09:00:00,290.27016792568236,1,1.0,26,Mist,5545.686507903275
2022-01-13 10:00:00,266.2458862677413,0,1.0,52,Clear,2532.3514967723077
2022-01-13 11:00:00,279.0357391536854,3,1.0,31,Snow,4283.0959413794135
2022-01-13 12:00:00,284.67561944849166,1,0.0,39,Mist,3718.90295287349
2022-01-13 13:00:00,288.4609538064705,0,0.5,51,Mist,3480.397264129455
2022-01-13 14:00:00,274.1047016430119,0,0.5,48,Clouds,3852.225627237484
2022-01-13 15:00:00,278.8060717264569,0,0.5,1,Clouds,3860.336231467864
2022-01-13 16:00:00,283.9999343630747,1,1.0,35,Rain,4478.779422922231
2022-01-13 17:00:00,302.01068099044244,1,0.0,51,Clear,6450.112780334522
2022-01-13 18:00:00,264.82964614125933,0,0.0,86,Clear,6978.748913754922
2022-01-13 19:00:00,294.051002784548,0,0.0,35,Snow,6665.4386919367325
2022-01-13 20:00:00,305.0383658407045,0,0.0,41,Clouds,5278.925022597158
2022-01-13 21:00:00,301.6153875581489,1,0.0,97,Snow,5155.303751895481
2022-01-13 22:00:00,304.5442402979719,2,0.5,26,Mist,6259.89693792437
2022-01-13 23:00:00,294.7796837710539,0,1.0,48,Clouds,5669.962542053863
2022-01-14 00:00:00,278.69789651052827,1,0.0,88,Mist,681.0102300154347
2022-01-14 01:00:00,303.15846892727654,3,1.0,36,Snow,2148.991484640161
2022-01-14 02:00:00,295.1483408314822,0,0.0,58,Rain,1024.6667315372936
2022-01-14 03:00:00,265.3699003826536,0,0.5,19,Mist,1820.8084774450213
2022-01-14 04:00:00,285.9622594730012,1,0.0,72,Snow,2604.3840523404087
2022-01-14 05:00:00,297.7806885648493,1,0.5,90,Rain,2053.699087963935
2022-01-14 06:00:00,261.63769138125053,0,0.5,55,Mist,2100.3328805663546
2022-01-14 07:00:00,299.60020861927393,0,0.0,39,Rain,4622.991133836144
2022-01-14 08:00:00,276.1402563528451,0,0.0,94,Rain,5218.843847027143
2022-01-14 09:00:00,308.0746391378011,0,1.0,17,Rain,5194.976903588512
2022-01-14 10:00:00,276.0446312691741,3,0.0,23,Rain,3482.8818381623923
2022-01-14 11:00:00,285.2212250028519,3,0.0,91,Snow,4113.940014284637
2022-01-14 12:00:00,272.8627047373551,0,0.0,82,Snow,3108.1706501567783
2022-01-14 13:00:00,272.3685074130375,3,0.0,60,Rain,4926.108119091082
2022-01-14 14:00:00,277.63709457755755,0,0.0,90,Clear,3514.0812025414834
2022-01-14 15:00:00,277.23922841815624,0,0.0,40,Clouds,3837.453257403068
2022-01-14 16:00:00,281.4860286919685,0,0.0,50,Snow,4647.722528989787
2022-01-14 17:00:00,265.4347274151317,0,0.0,89,Snow,6901.623456814083
2022-01-14 18:00:00,283.8839384955176,3,0.5,40,Clear,7589.907136090274
2022-01-14 19:00:00,279.47135142167764,0,1.0,9,Mist,6707.155238918163
2022-01-14 20:00:00,289.7488109747933,3,0.0,95,Clear,5533.446554202434
2022-01-14 21:00:00,262.7026985357669,3,0.0,21,Mist,6325.346018029637
2022-01-14 22:00:00,270.4381932393385,0,0.0,52,Rain,5757.612431482982
